time,accX,accY,accZ,gyroX,gyroY,gyroZ,magx,magy,magz
3.6,-0.607,-0.299,-0.079,-5.188,-6.226,-6.958,0,0,0
3.61,-0.605,-0.296,-0.073,-2.625,-5.493,-5.798,0,0,0
3.62,-0.626,-0.326,-0.073,1.526,-3.54,-4.517,0,0,0
3.63,-0.651,-0.362,-0.076,1.038,-2.808,-3.296,0,0,0
3.64,-0.657,-0.384,-0.079,0.549,-1.953,-2.319,0,0,0
3.65,-0.684,-0.408,-0.072,0.244,-0.854,-1.16,0,0,0
3.66,-0.703,-0.435,-0.074,-1.282,-0.366,-1.16,0,0,0
3.67,-0.698,-0.426,-0.074,-3.296,0.61,-0.732,0,0,0
3.68,-0.701,-0.43,-0.063,-2.747,-0.122,-0.732,0,0,0
3.69,-0.71,-0.44,-0.074,-3.052,-1.648,0,0,0,0
3.7,-0.742,-0.45,-0.087,-2.991,-4.028,1.465,0,0,0
3.71,-0.775,-0.461,-0.103,-0.244,-5.249,3.235,0,0,0
3.72,-0.808,-0.484,-0.113,2.136,-5.066,5.371,0,0,0
3.73,-0.844,-0.511,-0.132,3.662,-5.676,8.545,0,0,0
3.74,-0.89,-0.531,-0.15,5.371,-4.395,11.719,0,0,0
3.75,-0.901,-0.547,-0.149,8.118,0.183,15.381,0,0,0
3.76,-0.899,-0.569,-0.15,10.254,1.953,18.738,0,0,0
3.77,-0.937,-0.607,-0.151,12.085,2.991,20.996,0,0,0
3.78,-0.974,-0.666,-0.167,12.756,5.371,22.156,0,0,0
3.79,-0.951,-0.67,-0.147,11.963,7.935,22.766,0,0,0
3.8,-0.926,-0.664,-0.14,12.512,7.263,22.461,0,0,0
3.81,-0.898,-0.646,-0.124,12.146,5.981,20.63,0,0,0
3.82,-0.912,-0.645,-0.115,13.184,2.625,17.456,0,0,0
3.83,-1.004,-0.727,-0.114,15.076,-0.244,13,0,0,0
3.84,-1.644,-1.116,-0.251,22.095,-8.362,9.583,0,0,0
3.85,-1.042,-0.78,-0.143,9.033,44.434,-3.845,0,0,0
3.86,-0.722,-0.571,0.033,11.963,14.465,0.244,0,0,0
3.87,-0.771,-0.524,-0.048,3.479,-8.301,7.812,0,0,0
3.88,-0.975,-0.599,-0.064,8.85,-15.747,6.47,0,0,0
3.89,-1.184,-0.726,-0.115,14.832,1.587,2.502,0,0,0
3.9,-1.022,-0.693,-0.056,9.827,8.179,1.709,0,0,0
3.91,-0.985,-0.644,-0.046,-0.549,3.479,4.456,0,0,0
3.92,-0.92,-0.552,-0.033,-3.174,1.16,7.812,0,0,0
3.93,-0.869,-0.516,-0.022,0.549,2.136,10.681,0,0,0
3.94,-0.899,-0.553,-0.025,0.366,-4.517,11.963,0,0,0
3.95,-0.964,-0.586,-0.06,-1.831,-7.324,11.108,0,0,0
3.96,-0.941,-0.562,-0.064,-3.113,-3.54,7.935,0,0,0
3.97,-0.882,-0.505,-0.058,-1.343,-2.991,4.395,0,0,0
3.98,-0.853,-0.478,-0.059,-0.854,-2.136,1.099,0,0,0
3.99,-0.798,-0.423,-0.061,-0.854,-2.502,-3.601,0,0,0
4,-0.733,-0.359,-0.048,0.854,-2.014,-6.348,0,0,0
4.01,-0.696,-0.331,-0.051,4.883,-1.16,-8.24,0,0,0
4.02,-0.659,-0.317,-0.05,7.812,-0.244,-8.972,0,0,0
4.03,-0.64,-0.321,-0.049,9.277,-0.916,-8.301,0,0,0
4.04,-0.62,-0.307,-0.046,9.277,-1.282,-7.446,0,0,0
4.05,-0.592,-0.294,-0.051,9.888,-2.808,-5.737,0,0,0
4.06,-0.598,-0.298,-0.057,11.108,-4.333,-4.089,0,0,0
4.07,-0.615,-0.328,-0.062,12.024,-4.944,-2.747,0,0,0
4.08,-0.639,-0.351,-0.072,12.39,-5.554,-2.258,0,0,0
4.09,-0.623,-0.35,-0.077,12.329,-6.104,-3.54,0,0,0
4.1,-0.632,-0.354,-0.087,13.55,-7.629,-2.625,0,0,0
4.11,-0.625,-0.352,-0.095,14.16,-7.568,-2.197,0,0,0
4.12,-0.624,-0.359,-0.091,14.771,-7.446,-1.465,0,0,0
4.13,-0.647,-0.378,-0.095,15.198,-7.507,-1.465,0,0,0
4.14,-0.668,-0.407,-0.092,14.526,-5.859,-2.258,0,0,0
4.15,-0.724,-0.461,-0.096,13.855,-4.395,-3.601,0,0,0
4.16,-0.755,-0.499,-0.099,11.475,-0.671,-5.798,0,0,0
4.17,-0.717,-0.482,-0.08,8.118,2.319,-7.019,0,0,0
4.18,-0.722,-0.477,-0.068,6.104,0.305,-4.089,0,0,0
4.19,-0.731,-0.491,-0.061,4.639,0.305,-0.427,0,0,0
4.2,-0.764,-0.518,-0.058,2.991,-1.282,3.174,0,0,0
4.21,-0.774,-0.53,-0.062,1.465,-1.526,5.188,0,0,0
4.22,-0.802,-0.559,-0.063,-0.183,-3.235,8.301,0,0,0
4.23,-0.843,-0.592,-0.063,-1.953,-3.296,10.071,0,0,0
4.24,-0.862,-0.618,-0.062,-2.869,-4.272,10.925,0,0,0
4.25,-0.888,-0.65,-0.073,-3.174,-4.578,11.047,0,0,0
4.26,-0.87,-0.642,-0.062,-4.211,-4.578,11.902,0,0,0
4.27,-0.862,-0.652,-0.059,-4.15,-7.507,13.306,0,0,0
4.28,-0.93,-0.695,-0.086,-4.578,-9.827,15.015,0,0,0
4.29,-0.951,-0.726,-0.093,-6.226,-8.667,14.893,0,0,0
4.3,-0.958,-0.724,-0.099,-8.667,-7.69,13.55,0,0,0
4.31,-0.976,-0.742,-0.105,-10.742,-6.287,12.024,0,0,0
4.32,-1.318,-1.005,-0.128,-10.376,-10.559,10.681,0,0,0
4.33,-1.7,-1.17,-0.41,-9.583,-8.545,0.977,0,0,0
4.34,-0.907,-0.74,-0.093,-26.062,27.161,-0.671,0,0,0
4.35,-0.752,-0.486,-0.112,-25.33,-11.536,17.639,0,0,0
4.36,-0.68,-0.376,-0.072,-21.057,-17.273,27.405,0,0,0
4.37,-0.947,-0.558,-0.157,-6.531,-17.7,31.616,0,0,0
4.38,-1.185,-0.728,-0.169,-4.272,-13.489,29.419,0,0,0
4.39,-1.425,-0.871,-0.313,-8.362,-6.592,17.761,0,0,0
4.4,-1.097,-0.646,-0.185,-12.939,12.878,7.996,0,0,0
4.41,-0.938,-0.507,-0.165,-6.348,0.732,5.737,0,0,0
4.42,-0.912,-0.478,-0.172,-3.235,-2.441,2.747,0,0,0
4.43,-0.926,-0.496,-0.157,2.319,-3.113,0.244,0,0,0
4.44,-0.99,-0.561,-0.177,5.371,-5.798,-3.54,0,0,0
4.45,-1.042,-0.573,-0.196,2.991,-6.714,-9.399,0,0,0
4.46,-1.001,-0.519,-0.179,1.282,-4.7,-12.573,0,0,0
4.47,-0.941,-0.444,-0.171,3.174,-3.418,-17.151,0,0,0
4.48,-0.859,-0.375,-0.139,3.784,-4.456,-21.606,0,0,0
4.49,-0.798,-0.313,-0.118,2.747,-5.493,-23.254,0,0,0
4.5,-0.768,-0.292,-0.098,4.883,-4.822,-22.339,0,0,0
4.51,-0.723,-0.285,-0.085,5.737,-2.319,-19.531,0,0,0
4.52,-0.671,-0.263,-0.063,1.709,-4.333,-15.503,0,0,0
4.53,-0.696,-0.278,-0.073,-1.038,-7.629,-9.46,0,0,0
4.54,-0.702,-0.274,-0.081,-3.113,-4.639,-4.761,0,0,0
4.55,-0.681,-0.27,-0.079,-3.784,-3.235,-1.343,0,0,0
4.56,-0.688,-0.279,-0.076,-4.395,-3.479,3.113,0,0,0
4.57,-0.698,-0.286,-0.082,-5.005,-3.479,5.371,0,0,0
4.58,-0.707,-0.298,-0.08,-3.052,-1.709,6.226,0,0,0
4.59,-0.717,-0.322,-0.077,-0.854,-0.244,6.47,0,0,0
4.6,-0.741,-0.356,-0.076,-0.427,-0.366,5.737,0,0,0
4.61,-0.762,-0.386,-0.081,-0.793,0.793,3.784,0,0,0
4.62,-0.754,-0.395,-0.078,-0.183,1.953,3.174,0,0,0
4.63,-0.747,-0.397,-0.073,-0.793,1.404,3.54,0,0,0
4.64,-0.776,-0.414,-0.089,-2.441,-2.075,5.127,0,0,0
4.65,-0.795,-0.427,-0.103,-3.113,-3.662,6.348,0,0,0
4.66,-0.846,-0.443,-0.118,-2.319,-5.066,5.859,0,0,0
4.67,-0.836,-0.414,-0.127,-2.747,-5.432,4.089,0,0,0
4.68,-0.796,-0.375,-0.129,0.061,-6.226,2.014,0,0,0
4.69,-0.787,-0.371,-0.129,3.418,-7.385,2.075,0,0,0
4.7,-0.81,-0.38,-0.141,4.395,-10.376,2.502,0,0,0
4.71,-0.852,-0.424,-0.16,6.714,-10.925,2.502,0,0,0
4.72,-0.918,-0.462,-0.172,7.996,-11.963,2.991,0,0,0
4.73,-0.989,-0.502,-0.186,6.714,-11.902,2.38,0,0,0
4.74,-1.094,-0.549,-0.203,8.179,-11.414,1.221,0,0,0
4.75,-1.135,-0.565,-0.22,9.583,-6.897,-1.404,0,0,0
4.76,-1.17,-0.589,-0.223,11.047,-7.751,-2.319,0,0,0
4.77,-1.262,-0.666,-0.246,13.428,-5.615,-1.282,0,0,0
4.78,-1.186,-0.625,-0.229,12.878,3.357,0.305,0,0,0
4.79,-0.963,-0.512,-0.166,10.193,6.348,5.554,0,0,0
4.8,-0.902,-0.464,-0.125,8.728,3.662,10.071,0,0,0
4.81,-0.883,-0.444,-0.098,5.371,2.686,14.465,0,0,0
4.82,-0.847,-0.401,-0.077,2.075,5.554,15.747,0,0,0
4.83,-0.827,-0.376,-0.058,2.075,6.287,15.686,0,0,0
4.84,-0.823,-0.375,-0.045,2.991,8.545,14.038,0,0,0
4.85,-0.805,-0.359,-0.046,3.296,8.972,10.315,0,0,0
4.86,-0.787,-0.354,-0.037,4.15,9.155,6.836,0,0,0
4.87,-0.848,-0.383,-0.057,5.31,7.019,3.662,0,0,0
4.88,-0.821,-0.351,-0.054,5.859,10.071,0.183,0,0,0
4.89,-0.812,-0.324,-0.057,7.751,8.667,-0.366,0,0,0
4.9,-0.815,-0.315,-0.051,9.521,7.751,-1.404,0,0,0
4.91,-0.831,-0.326,-0.055,12.024,5.798,-2.686,0,0,0
4.92,-0.864,-0.351,-0.059,13,5.554,-5.249,0,0,0
4.93,-0.865,-0.369,-0.061,14.099,4.883,-6.775,0,0,0
4.94,-0.907,-0.412,-0.072,13.855,3.723,-7.751,0,0,0
4.95,-0.893,-0.412,-0.066,11.047,3.418,-8.057,0,0,0
4.96,-0.876,-0.401,-0.065,9.766,1.953,-7.812,0,0,0
4.97,-0.892,-0.422,-0.072,9.583,-0.366,-5.432,0,0,0
4.98,-0.89,-0.421,-0.071,7.629,-1.099,-4.028,0,0,0
4.99,-0.885,-0.407,-0.072,5.005,-3.601,-2.38,0,0,0
5,-0.903,-0.409,-0.082,4.578,-3.479,-1.831,0,0,0
5.01,-0.911,-0.408,-0.091,3.052,-2.991,-3.174,0,0,0
5.02,-0.932,-0.407,-0.1,1.343,-3.113,-5.371,0,0,0
5.03,-0.94,-0.393,-0.105,1.77,-1.709,-8.545,0,0,0
5.04,-0.928,-0.383,-0.108,3.052,-0.732,-9.949,0,0,0
5.05,-0.935,-0.373,-0.103,2.197,-1.282,-8.85,0,0,0
5.06,-0.932,-0.365,-0.101,1.709,-0.977,-7.446,0,0,0
5.07,-0.924,-0.358,-0.095,2.258,0.916,-4.15,0,0,0
5.08,-0.925,-0.373,-0.093,1.953,0.916,-0.671,0,0,0
5.09,-0.92,-0.38,-0.089,0.488,2.136,2.441,0,0,0
5.1,-0.909,-0.393,-0.089,0.854,2.93,5.737,0,0,0
5.11,-0.887,-0.401,-0.084,-0.061,3.845,8.911,0,0,0
5.12,-0.87,-0.412,-0.08,-0.671,2.563,11.414,0,0,0
5.13,-0.893,-0.447,-0.084,0.122,1.953,13.306,0,0,0
5.14,-0.906,-0.484,-0.088,-0.061,1.953,13.55,0,0,0
5.15,-0.905,-0.489,-0.091,-0.366,1.526,13,0,0,0
5.16,-0.898,-0.482,-0.089,-0.122,0.916,11.597,0,0,0
5.17,-0.88,-0.478,-0.083,1.282,0.366,9.033,0,0,0
5.18,-0.891,-0.502,-0.084,2.93,-0.427,5.92,0,0,0
5.19,-0.879,-0.493,-0.08,2.136,-0.122,3.967,0,0,0
5.2,-0.877,-0.484,-0.075,1.831,-0.549,2.319,0,0,0
5.21,-0.874,-0.48,-0.074,1.892,-0.427,2.258,0,0,0
5.22,-0.866,-0.48,-0.078,1.221,-0.122,2.197,0,0,0
5.23,-0.854,-0.479,-0.077,0.977,-0.244,2.808,0,0,0
5.24,-0.841,-0.469,-0.075,0.671,-0.916,3.296,0,0,0
5.25,-0.832,-0.467,-0.075,1.16,-2.075,4.15,0,0,0
5.26,-0.824,-0.469,-0.076,1.282,-2.808,4.15,0,0,0
5.27,-0.837,-0.483,-0.082,0.977,-4.456,4.883,0,0,0
5.28,-0.837,-0.489,-0.081,0.305,-4.089,4.517,0,0,0
5.29,-0.836,-0.492,-0.083,-0.366,-4.333,4.15,0,0,0
5.3,-0.834,-0.495,-0.085,-1.343,-4.883,3.479,0,0,0
5.31,-0.834,-0.488,-0.085,-1.831,-5.066,2.93,0,0,0
5.32,-0.836,-0.489,-0.085,-1.892,-5.493,2.563,0,0,0
5.33,-0.856,-0.495,-0.093,-1.587,-6.042,1.587,0,0,0
5.34,-0.877,-0.501,-0.097,-1.16,-5.615,0.61,0,0,0
5.35,-0.866,-0.491,-0.099,-0.122,-5.066,-0.061,0,0,0
5.36,-0.864,-0.487,-0.098,1.709,-4.7,-0.427,0,0,0
5.37,-0.868,-0.483,-0.099,1.77,-5.554,-0.916,0,0,0
5.38,-0.869,-0.478,-0.1,2.502,-5.31,-2.014,0,0,0
5.39,-0.865,-0.475,-0.096,4.211,-4.456,-3.784,0,0,0
5.4,-0.859,-0.472,-0.097,4.944,-4.517,-4.578,0,0,0
5.41,-0.851,-0.466,-0.103,5.31,-5.31,-5.127,0,0,0
5.42,-0.856,-0.459,-0.107,6.226,-5.493,-3.845,0,0,0
5.43,-0.869,-0.46,-0.114,6.592,-5.737,-1.892,0,0,0
5.44,-0.867,-0.452,-0.122,6.775,-5.31,0.122,0,0,0
5.45,-0.856,-0.45,-0.127,7.446,-5.432,2.502,0,0,0
5.46,-0.857,-0.454,-0.132,7.751,-5.249,4.211,0,0,0
5.47,-0.866,-0.473,-0.137,8.118,-5.005,5.127,0,0,0
5.48,-0.868,-0.482,-0.142,7.874,-4.272,5.127,0,0,0
5.49,-0.868,-0.481,-0.138,7.08,-3.723,4.456,0,0,0
5.5,-0.858,-0.483,-0.138,6.348,-3.113,4.028,0,0,0
5.51,-0.854,-0.487,-0.137,6.409,-3.235,2.808,0,0,0
5.52,-0.854,-0.496,-0.133,5.615,-2.808,1.648,0,0,0
5.53,-0.858,-0.498,-0.136,4.578,-2.563,0.854,0,0,0
5.54,-0.865,-0.502,-0.139,3.357,-2.441,0.305,0,0,0
5.55,-0.858,-0.494,-0.13,2.93,-1.16,-0.732,0,0,0
5.56,-0.849,-0.491,-0.128,2.991,-0.732,-1.221,0,0,0
5.57,-0.852,-0.483,-0.124,2.441,-1.77,-0.793,0,0,0
5.58,-0.861,-0.475,-0.122,2.563,-1.526,-0.916,0,0,0
5.59,-0.852,-0.48,-0.11,4.517,0.427,-1.099,0,0,0
5.6,-0.839,-0.496,-0.099,4.15,-0.427,-0.305,0,0,0
5.61,-0.826,-0.501,-0.089,2.197,-0.427,0.244,0,0,0
5.62,-0.802,-0.511,-0.069,1.831,-0.427,1.648,0,0,0
5.63,-0.801,-0.554,-0.055,-1.526,-2.014,2.869,0,0,0
5.64,-0.808,-0.568,-0.051,-8.24,-5.249,3.845,0,0,0
5.65,-0.802,-0.564,-0.044,-12.39,-7.446,4.517,0,0,0
5.66,-0.798,-0.56,-0.036,-15.564,-9.827,5.676,0,0,0
5.67,-0.787,-0.56,-0.033,-19.348,-13.062,5.493,0,0,0
5.68,-0.812,-0.566,-0.046,-24.17,-18.738,4.639,0,0,0
5.69,-0.871,-0.562,-0.065,-28.137,-22.156,3.052,0,0,0
5.7,-0.889,-0.545,-0.081,-28.625,-20.142,-0.366,0,0,0
5.71,-0.882,-0.536,-0.085,-27.405,-18.25,-3.54,0,0,0
5.72,-0.879,-0.509,-0.094,-28.748,-19.348,-7.446,0,0,0
5.73,-0.884,-0.485,-0.107,-27.71,-20.325,-10.864,0,0,0
5.74,-0.877,-0.47,-0.115,-24.414,-18.86,-13.55,0,0,0
5.75,-0.871,-0.454,-0.114,-20.447,-18.188,-16.296,0,0,0
5.76,-0.859,-0.423,-0.105,-20.02,-19.409,-19.104,0,0,0
5.77,-0.856,-0.391,-0.103,-17.7,-19.226,-21.118,0,0,0
5.78,-0.87,-0.376,-0.103,-13.611,-19.409,-22.705,0,0,0
5.79,-0.866,-0.362,-0.103,-10.498,-18.677,-23.499,0,0,0
5.8,-0.864,-0.368,-0.107,-6.348,-19.592,-23.376,0,0,0
5.81,-0.869,-0.39,-0.12,-3.479,-20.02,-20.447,0,0,0
5.82,-0.876,-0.393,-0.129,-4.517,-22.217,-18.677,0,0,0
5.83,-0.875,-0.381,-0.15,-3.54,-24.048,-12.207,0,0,0
5.84,-0.891,-0.396,-0.167,0.488,-22.827,-6.287,0,0,0
5.85,-0.9,-0.414,-0.177,0.977,-22.949,-0.916,0,0,0
5.86,-0.907,-0.418,-0.185,2.075,-20.813,4.272,0,0,0
5.87,-0.907,-0.438,-0.186,5.371,-17.456,7.324,0,0,0
5.88,-0.906,-0.46,-0.194,5.493,-15.015,9.399,0,0,0
5.89,-0.898,-0.458,-0.197,4.822,-13.062,9.949,0,0,0
5.9,-0.89,-0.46,-0.204,7.324,-9.094,9.46,0,0,0
5.91,-0.878,-0.462,-0.197,8.728,-6.592,9.583,0,0,0
5.92,-0.875,-0.478,-0.194,8.606,-5.371,8.911,0,0,0
5.93,-0.87,-0.476,-0.192,8.118,-3.479,7.324,0,0,0
5.94,-0.852,-0.473,-0.182,8.728,-0.122,5.31,0,0,0
5.95,-0.863,-0.485,-0.176,8.24,0.854,4.15,0,0,0
5.96,-0.862,-0.456,-0.178,5.432,0.916,2.014,0,0,0
5.97,-0.866,-0.442,-0.177,7.751,2.502,0.854,0,0,0
5.98,-0.861,-0.439,-0.166,10.071,5.371,0.549,0,0,0
5.99,-0.851,-0.436,-0.165,9.888,5.127,0.732,0,0,0
6,-1.987,0.052,-0.247,143.311,82.886,-24.658,0,0,0
6.01,-0.384,-0.751,-0.49,202.209,212.341,-37.842,0,0,0
6.02,-0.844,-0.677,-0.052,59.082,97.961,-23.01,0,0,0
6.03,-0.748,-0.404,-0.115,11.597,50.171,-7.629,0,0,0
6.04,-0.516,-0.421,-0.167,3.54,-13,0.793,0,0,0
6.05,-0.752,-0.093,-0.019,-1.343,-22.278,28.015,0,0,0
6.06,-0.793,-0.604,-0.085,42.175,-47.241,19.714,0,0,0
6.07,-0.638,-0.084,-0.029,-11.414,-84.717,36.194,0,0,0
6.08,-1.002,-0.425,-0.21,-3.479,-24.353,49.683,0,0,0
6.09,-1.122,-0.551,-0.262,-21.24,-2.38,30.457,0,0,0
6.1,-0.89,-0.342,-0.175,33.081,0.732,19.531,0,0,0
6.11,-0.858,-0.71,-0.135,39.612,15.93,13.672,0,0,0
6.12,-0.921,-0.598,-0.157,-22.644,-5.676,10.437,0,0,0
6.13,-0.845,-0.538,-0.079,-38.635,2.93,6.409,0,0,0
6.14,-0.847,-0.51,-0.053,-55.237,-8.057,5.127,0,0,0
6.15,-0.835,-0.499,-0.055,-60.486,-14.282,2.686,0,0,0
6.16,-0.915,-0.427,0,-45.776,-16.846,2.563,0,0,0
6.17,-0.848,-0.555,-0.153,-31.86,-15.503,-3.113,0,0,0
6.18,-0.94,-0.483,-0.165,-63.66,-17.334,-6.958,0,0,0
6.19,-0.792,-0.331,-0.223,-39.124,25.879,-4.089,0,0,0
6.2,-0.819,-0.468,-0.076,-4.15,8.911,1.587,0,0,0
6.21,-0.856,-0.594,-0.285,-3.296,-6.897,0.366,0,0,0
6.22,-0.891,-0.449,-0.076,-58.105,-13.977,6.042,0,0,0
6.23,-0.816,-0.429,-0.133,-34.18,-9.216,10.071,0,0,0
6.24,-0.672,-0.439,-0.144,-35.278,-22.278,10.62,0,0,0
6.25,-0.828,-0.427,-0.043,-26.733,-36.194,15.076,0,0,0
6.26,-0.877,-0.391,-0.166,-14.465,-16.907,17.334,0,0,0
6.27,-0.936,-0.483,0.048,-3.479,-3.418,12.756,0,0,0
6.28,-0.894,-0.49,-0.11,-6.104,-23.804,4.456,0,0,0
6.29,-0.891,-0.457,-0.115,-5.493,-19.897,0.427,0,0,0
6.3,-0.902,-0.488,-0.123,-1.892,-7.751,-2.014,0,0,0
6.31,-0.857,-0.501,-0.096,-1.953,-2.441,-4.7,0,0,0
6.32,-0.823,-0.48,-0.126,-2.136,-0.305,-1.465,0,0,0
6.33,-0.881,-0.481,-0.146,7.568,8.118,-0.732,0,0,0
6.34,-0.877,-0.398,-0.107,9.338,15.32,-1.038,0,0,0
6.35,-0.804,-0.415,-0.107,17.09,12.634,3.967,0,0,0
6.36,-0.846,-0.449,-0.118,26.611,10.742,9.338,0,0,0
6.37,-0.843,-0.459,-0.104,29.236,11.353,11.658,0,0,0
6.38,-0.868,-0.458,-0.127,28.809,6.897,13.123,0,0,0
6.39,-0.887,-0.457,-0.118,27.893,13.794,16.968,0,0,0
6.4,-0.893,-0.554,-0.062,22.278,14.954,14.404,0,0,0
6.41,-0.859,-0.46,-0.119,11.719,18.25,12.756,0,0,0
6.42,-0.842,-0.565,-0.081,10.315,21.667,9.949,0,0,0
6.43,-0.873,-0.539,-0.11,2.808,30.09,9.155,0,0,0
6.44,-0.806,-0.507,-0.09,5.127,53.894,14.832,0,0,0
6.45,-0.837,-0.47,-0.031,15.564,59.326,21.118,0,0,0
6.46,-0.847,-0.446,-0.041,16.541,45.959,22.522,0,0,0
6.47,-0.854,-0.493,-0.075,14.038,38.452,21.606,0,0,0
6.48,-0.826,-0.509,-0.059,6.042,29.907,16.541,0,0,0
6.49,-0.859,-0.528,-0.02,3.296,19.226,14.709,0,0,0
6.5,-0.873,-0.518,-0.023,-0.061,8.789,15.564,0,0,0
6.51,-0.861,-0.514,-0.014,-8.179,1.526,13.916,0,0,0
6.52,-0.824,-0.536,-0.064,-3.967,12.695,17.883,0,0,0
6.53,-0.838,-0.462,-0.005,-0.244,13.245,19.592,0,0,0
6.54,-0.838,-0.514,-0.024,-1.099,7.019,16.174,0,0,0
6.55,-0.841,-0.644,-0.067,-0.549,2.869,12.024,0,0,0
6.56,-0.803,-0.461,-0.076,1.77,-3.784,5.798,0,0,0
6.57,-0.763,-0.542,-0.077,13.245,-6.226,6.47,0,0,0
6.58,-0.803,-0.561,-0.036,17.944,-3.174,11.841,0,0,0
6.59,-0.807,-0.567,-0.026,18.066,0.061,14.709,0,0,0
6.6,-0.853,-0.529,-0.004,7.874,-3.296,11.902,0,0,0
6.61,-0.87,-0.556,-0.047,-7.385,-13.489,6.348,0,0,0
6.62,-0.861,-0.553,-0.089,-7.141,-13.367,5.188,0,0,0
6.63,-0.839,-0.499,-0.069,-11.536,-21.729,2.563,0,0,0
6.64,-0.881,-0.43,-0.056,-2.441,-22.461,7.69,0,0,0
6.65,-0.81,-0.459,-0.05,-2.808,-28.625,9.705,0,0,0
6.66,-0.801,-0.528,-0.074,1.953,-23.01,13.245,0,0,0
6.67,-0.837,-0.544,-0.061,7.568,-13,18.86,0,0,0
6.68,-0.858,-0.537,-0.062,8.606,-7.996,20.691,0,0,0
6.69,-0.891,-0.521,-0.039,3.54,-5.737,18.555,0,0,0
6.7,-0.851,-0.569,-0.058,3.357,-4.822,11.902,0,0,0
6.71,-0.837,-0.564,-0.069,5.981,0.183,5.859,0,0,0
6.72,-0.863,-0.526,-0.057,4.578,-1.038,3.967,0,0,0
6.73,-0.809,-0.521,-0.086,7.568,0.305,8.179,0,0,0
6.74,-0.819,-0.566,-0.072,6.47,0.366,9.949,0,0,0
6.75,-0.815,-0.536,-0.052,0.549,3.052,8.301,0,0,0
6.76,-0.781,-0.553,-0.067,-1.221,3.296,6.836,0,0,0
6.77,-0.822,-0.55,-0.054,-1.038,6.653,5.92,0,0,0
6.78,-0.849,-0.545,-0.059,2.625,7.385,3.418,0,0,0
6.79,-0.85,-0.554,-0.049,8.545,6.042,1.587,0,0,0
6.8,-0.841,-0.599,-0.071,10.681,7.751,-1.465,0,0,0
6.81,-0.807,-0.549,-0.076,13.489,14.526,-1.465,0,0,0
6.82,-0.789,-0.565,-0.082,6.226,16.907,-6.287,0,0,0
6.83,-0.809,-0.518,-0.025,-3.113,18.188,-10.986,0,0,0
6.84,-0.848,-0.504,-0.019,-3.784,19.165,-8.24,0,0,0
6.85,-0.827,-0.501,-0.05,-4.639,15.137,-4.517,0,0,0
6.86,-0.841,-0.532,-0.053,-3.479,9.827,-0.244,0,0,0
6.87,-0.79,-0.541,-0.069,-0.488,-0.122,2.502,0,0,0
6.88,-0.786,-0.513,-0.046,7.202,-10.193,4.456,0,0,0
6.89,-0.78,-0.521,-0.045,14.587,-15.442,4.639,0,0,0
6.9,-0.815,-0.515,-0.034,14.832,-13.245,3.601,0,0,0
6.91,-0.87,-0.535,-0.025,10.071,-5.127,4.028,0,0,0
6.92,-0.823,-0.58,-0.056,-3.54,-7.507,0.427,0,0,0
6.93,-0.828,-0.587,-0.047,-5.981,-8.057,-2.197,0,0,0
6.94,-0.854,-0.532,-0.046,-5.005,-6.531,0.732,0,0,0
6.95,-0.871,-0.496,-0.043,-0.977,-1.709,2.869,0,0,0
6.96,-0.856,-0.516,-0.046,2.808,-3.235,3.296,0,0,0
6.97,-0.874,-0.503,-0.049,6.042,-5.005,2.625,0,0,0
6.98,-0.89,-0.514,-0.067,7.874,-7.019,5.493,0,0,0
6.99,-0.794,-0.54,-0.064,9.644,-15.93,7.263,0,0,0
7,-0.818,-0.496,-0.065,11.963,-15.564,9.644,0,0,0
7.01,-0.793,-0.481,-0.053,14.893,-18.982,7.935,0,0,0
7.02,-0.737,-0.52,-0.073,17.883,-25.452,7.935,0,0,0
7.03,-0.793,-0.554,-0.077,10.01,-49.988,7.263,0,0,0
7.04,-0.883,-0.672,-0.035,-1.221,-47.119,0.61,0,0,0
7.05,-0.897,-0.529,-0.046,-8.667,-43.213,1.099,0,0,0
7.06,-0.883,-0.538,-0.078,-12.512,-33.813,-3.906,0,0,0
7.07,-0.862,-0.574,-0.078,-19.47,-51.575,-15.869,0,0,0
7.08,-0.951,-0.467,-0.695,-4.395,-60.425,-16.357,0,0,0
7.09,-0.694,-0.428,-0.138,-6.714,-30.029,-11.902,0,0,0
7.1,-0.795,-0.538,-0.125,5.127,-31.616,-0.549,0,0,0
7.11,-0.827,-0.467,-0.269,0.305,-32.715,-2.441,0,0,0
7.12,-0.816,-0.556,-0.117,3.174,-37.048,-3.113,0,0,0
7.13,-0.87,-0.549,-0.129,5.615,-24.902,-1.404,0,0,0
7.14,-0.871,-0.549,-0.13,2.136,-16.357,-0.549,0,0,0
7.15,-0.868,-0.5,-0.111,0.305,0.305,1.099,0,0,0
7.16,-0.864,-0.526,-0.123,1.953,7.324,2.625,0,0,0
7.17,-0.822,-0.53,-0.128,1.221,8.911,2.991,0,0,0
7.18,-0.851,-0.513,-0.115,1.648,7.935,3.662,0,0,0
7.19,-0.829,-0.484,-0.123,1.709,10.437,4.333,0,0,0
7.2,-0.838,-0.509,-0.121,5.127,12.634,5.432,0,0,0
7.21,-0.797,-0.528,-0.123,3.54,11.353,5.493,0,0,0
7.22,-0.795,-0.531,-0.113,3.845,6.226,5.615,0,0,0
7.23,-0.795,-0.495,-0.109,0.183,-6.897,4.761,0,0,0
